Order ID,Unique ID,Customer,City,Quantity,Price,Total Sale Amount
CA-2017-167080,CA-2017-JN-372,Norma West,Los Angeles,9,53.35,480.15
WA-2017-145653,WA-2017-KE-124,Susan Jacobs,Seattle,8,12.42,99.36
CA-2014-140487,CA-2014-GQ-119,Kenneth James,Los Angeles,8,53.35,426.8
NJ-2017-117401,NJ-2017-AS-526,Heather Andrews,Troy,7,16.32,114.24
NJ-2017-109582,NJ-2017-BO-936,Eric Ellis,Westfield,7,12.42,86.94
OR-2016-119865,OR-2016-NV-961,Marilyn Franklin,Portland,7,16.32,114.24
NJ-2014-147648,NJ-2014-QA-744,Christopher Oliver,Troy,10,53.35,533.5
OR-2017-124436,OR-2017-XA-286,Catherine Cooper,Portland,10,53.35,533.5
OR-2014-115084,OR-2014-IT-284,Sharon Wagner,Portland,1,16.32,16.32
CT-2017-131037,CT-2017-SY-497,William Collins,Fairfield,3,12.42,37.26
OR-2016-111143,OR-2016-SK-821,Clarence Bishop,Portland,6,53.35,320.1
OR-2014-166744,OR-2014-XZ-442,Janet Stewart,Portland,5,12.42,62.1
MA-2016-116561,MA-2016-VJ-815,Roger Gomez,Lowell,10,17.83,178.3
NJ-2016-110730,NJ-2016-NE-168,Donna Bryant,Westfield,2,12.42,24.84
MA-2017-146367,MA-2017-BX-181,Bruce Cruz,Lowell,4,53.35,213.4
NJ-2016-149454,NJ-2016-UQ-300,Judith Gray,Westfield,2,17.83,35.66
NJ-2016-156265,NJ-2016-JG-944,Denise Mitchell,Westfield,8,12.42,99.36
CT-2015-168914,CT-2015-GH-886,Carlos Stephens,Fairfield,8,17.83,142.64
CA-2017-110989,CA-2017-DY-986,Howard Nelson,Los Angeles,2,17.83,35.66
NJ-2015-106215,NJ-2015-LL-658,Todd Holmes,Troy,6,12.42,74.52
CA-2016-169369,CA-2016-UA-504,Jacqueline Little,Los Angeles,5,53.35,266.75
MA-2015-132318,MA-2015-WY-546,Alice Davis,Lowell,3,53.35,160.05
MA-2014-131982,MA-2014-YP-449,Bobby Mitchell,Lowell,4,12.42,49.68
MA-2015-125185,MA-2015-ZP-544,Eugene Hughes,Lowell,4,16.32,65.28
MA-2016-130078,MA-2016-SU-730,Kevin Torres,Lowell,7,16.32,114.24
OR-2017-114034,OR-2017-BK-295,Donald Ryan,Portland,8,16.32,130.56
NJ-2017-115595,NJ-2017-NY-525,Stephen Hicks,Troy,10,12.42,124.2
CA-2017-158722,CA-2017-IL-705,Harold Duncan,Los Angeles,2,17.83,35.66
NJ-2014-105165,NJ-2014-IV-215,Karen Gray,Troy,9,53.35,480.15
NJ-2017-147452,NJ-2017-PS-176,Jerry Pierce,Troy,2,12.42,24.84
WA-2017-114657,WA-2017-FR-983,Stephen Martinez,Seattle,9,17.83,160.47
NJ-2017-144484,NJ-2017-QD-919,Debra Palmer,Troy,4,53.35,213.4
NJ-2017-125913,NJ-2017-VY-457,Jennifer Black,Troy,2,12.42,24.84
MA-2016-158309,MA-2016-XP-632,Carl Ford,Lowell,9,12.42,111.78
MA-2015-162887,MA-2015-YL-198,Amanda Bryant,Lowell,3,16.32,48.96
NJ-2017-147333,NJ-2017-RQ-536,Ronald Lopez,Westfield,6,12.42,74.52
NJ-2014-113859,NJ-2014-IK-162,Kathy Rice,Westfield,10,53.35,533.5
MA-2014-159681,MA-2014-ZB-831,Paul Perkins,Lowell,5,53.35,266.75
NJ-2017-104094,NJ-2017-CA-644,Phyllis Ward,Troy,3,53.35,160.05
CA-2017-152709,CA-2017-BH-508,Martha Bell,Los Angeles,9,12.42,111.78
OR-2015-105158,OR-2015-HN-121,Rachel Harris,Portland,5,12.42,62.1
MA-2014-133424,MA-2014-KI-635,Matthew Carter,Lowell,5,17.83,89.15
NJ-2017-105991,NJ-2017-BN-846,Theresa Mendoza,Troy,3,12.42,37.26
NJ-2017-136784,NJ-2017-HQ-318,Daniel Morris,Troy,2,17.83,35.66
MA-2014-146283,MA-2014-SJ-505,Kevin Torres,Lowell,9,17.83,160.47
WA-2017-151218,WA-2017-FK-194,Lisa Morrison,Seattle,8,17.83,142.64
OR-2015-111073,OR-2015-IF-102,Gary Moreno,Portland,2,12.42,24.84
NJ-2017-144883,NJ-2017-GK-618,Lawrence Ruiz,Troy,6,12.42,74.52
OR-2017-142174,OR-2017-DW-714,Wanda Allen,Portland,6,12.42,74.52
CT-2017-108791,CT-2017-DK-625,Alan Dean,Fairfield,7,17.83,124.81
CA-2016-106656,CA-2016-PB-150,Andrea Lawrence,Los Angeles,6,12.42,74.52
WA-2016-113831,WA-2016-ZY-970,Judy Sanchez,Seattle,10,17.83,178.3
WA-2014-139500,WA-2014-SH-726,Kimberly Lee,Seattle,8,17.83,142.64
MA-2014-166310,MA-2014-MY-599,Harold Schmidt,Lowell,6,53.35,320.1
WA-2016-168410,WA-2016-GB-333,Charles Montgomery,Seattle,6,16.32,97.92
OR-2017-131254,OR-2017-UY-649,Kathy Lee,Portland,2,12.42,24.84
CT-2016-123414,CT-2016-NP-286,Marilyn Perry,Fairfield,1,16.32,16.32
NJ-2017-137876,NJ-2017-GY-995,Frances Campbell,Troy,10,16.32,163.2
NJ-2016-154060,NJ-2016-UF-804,Bonnie Wagner,Troy,8,12.42,99.36
WA-2017-162558,WA-2017-WU-158,Pamela Alexander,Seattle,9,53.35,480.15
MA-2017-134439,MA-2017-RV-465,Alan Romero,Lowell,7,12.42,86.94
CA-2015-119508,CA-2015-SV-648,Jimmy Warren,Los Angeles,1,12.42,12.42
OR-2015-152681,OR-2015-PN-124,Joseph Reynolds,Portland,2,17.83,35.66
NV-2014-130813,NV-2014-DV-712,Paula Watson,Las Vegas,8,53.35,426.8
CA-2015-120320,CA-2015-GK-385,Helen Diaz,Los Angeles,5,12.42,62.1
CA-2016-111941,CA-2016-JQ-763,Joan Robinson,Los Angeles,2,17.83,35.66
NJ-2016-123120,NJ-2016-SP-656,Jason Black,Troy,8,12.42,99.36
CT-2014-103331,CT-2014-TD-710,Ashley Olson,Fairfield,9,17.83,160.47
CT-2015-169278,CT-2015-QM-903,Brandon Morales,Fairfield,6,12.42,74.52
MA-2017-111577,MA-2017-TG-463,Lillian Burke,Lowell,9,16.32,146.88
NJ-2015-146486,NJ-2015-AF-353,Sandra Hicks,Troy,6,17.83,106.98
OR-2014-168501,OR-2014-HC-601,Henry Day,Portland,4,16.32,65.28
NJ-2015-112053,NJ-2015-VP-599,Melissa Price,Westfield,9,12.42,111.78
NJ-2017-108539,NJ-2017-LM-266,Michelle Henderson,Westfield,9,12.42,111.78
NJ-2015-149811,NJ-2015-LM-653,Shirley Murray,Troy,8,53.35,426.8
WA-2017-103814,WA-2017-NY-176,Susan Gomez,Seattle,7,17.83,124.81
CT-2016-123932,CT-2016-VL-323,Carolyn Rivera,Fairfield,5,12.42,62.1
NJ-2016-101616,NJ-2016-YU-335,Dorothy Patterson,Troy,1,12.42,12.42
MA-2014-113768,MA-2014-ZY-513,Jean Fowler,Lowell,8,53.35,426.8
WA-2016-138037,WA-2016-GE-858,Jane Ramirez,Seattle,3,12.42,37.26
CT-2014-150490,CT-2014-NY-441,Cheryl Henderson,Fairfield,9,12.42,111.78
MA-2017-126060,MA-2017-QL-320,Joe Russell,Lowell,5,53.35,266.75
MA-2017-100951,MA-2017-NG-285,Harold Rodriguez,Lowell,7,53.35,373.45
NJ-2016-122017,NJ-2016-RD-450,Helen Dean,Troy,4,16.32,65.28
CT-2014-123477,CT-2014-NP-892,Betty Hicks,Fairfield,8,17.83,142.64
MA-2016-107790,MA-2016-SP-769,Andrea King,Lowell,5,17.83,89.15
OR-2017-158071,OR-2017-MP-780,Roger Bell,Portland,10,12.42,124.2
NJ-2017-147403,NJ-2017-AI-210,Annie Wilson,Troy,6,16.32,97.92
NJ-2017-136721,NJ-2017-MV-360,Mark Alexander,Troy,9,12.42,111.78
NJ-2015-118738,NJ-2015-ED-423,David Allen,Westfield,5,12.42,62.1
NJ-2017-134152,NJ-2017-RM-244,Jimmy Bailey,Troy,1,12.42,12.42
WA-2014-125542,WA-2014-ZW-516,Gary Weaver,Seattle,3,12.42,37.26
NJ-2016-136021,NJ-2016-VB-578,Roy Young,Troy,10,12.42,124.2
NJ-2016-149195,NJ-2016-PJ-164,Cynthia Ray,Troy,7,53.35,373.45
MA-2017-161410,MA-2017-LM-856,Ryan Alvarez,Lowell,9,16.32,146.88
CT-2017-152786,CT-2017-WR-565,Brandon Morales,Fairfield,5,17.83,89.15
OR-2017-164707,OR-2017-GQ-168,Edward Taylor,Portland,9,16.32,146.88
WA-2017-163874,WA-2017-UI-376,Antonio Coleman,Seattle,9,16.32,146.88
MA-2014-123183,MA-2014-LH-780,Carl Ford,Lowell,6,12.42,74.52
NJ-2014-104829,NJ-2014-TW-208,Cheryl Howard,Westfield,3,16.32,48.96
NJ-2016-147340,NJ-2016-NK-574,Louis Marshall,Troy,4,17.83,71.32
NJ-2016-145492,NJ-2016-KP-163,Karen Gray,Troy,1,12.42,12.42
MA-2016-163202,MA-2016-ND-452,Shirley Rivera,Lowell,1,12.42,12.42
MA-2016-117681,MA-2016-GX-596,Justin Dixon,Lowell,9,16.32,146.88
NJ-2017-132262,NJ-2017-VZ-300,Kelly Daniels,Westfield,5,17.83,89.15
MA-2017-123043,MA-2017-KQ-870,Eugene Hughes,Lowell,6,12.42,74.52
NJ-2016-143280,NJ-2016-OI-350,Kimberly Little,Troy,8,53.35,426.8
CA-2017-108854,CA-2017-AC-994,Tina Schmidt,Los Angeles,8,12.42,99.36
CA-2017-166856,CA-2017-AQ-415,Michelle Sanchez,Los Angeles,8,12.42,99.36
NJ-2016-153157,NJ-2016-CB-656,Lois Woods,Westfield,6,53.35,320.1
WA-2017-125647,WA-2017-HY-687,Russell Cooper,Seattle,2,53.35,106.7
MA-2014-132542,MA-2014-IG-915,Joe Russell,Lowell,4,16.32,65.28
OR-2015-110877,OR-2015-ST-790,Henry Stanley,Portland,5,16.32,81.6
MA-2016-151827,MA-2016-GL-255,Shirley Rivera,Lowell,3,17.83,53.49
MA-2016-163258,MA-2016-MV-821,Gregory Thompson,Lowell,3,17.83,53.49
NJ-2017-103009,NJ-2017-RG-498,Eugene Hayes,Westfield,9,17.83,160.47
OR-2017-120649,OR-2017-TU-133,Brian Roberts,Portland,3,53.35,160.05
NV-2016-153598,NV-2016-QC-722,Paula Watson,Las Vegas,9,12.42,111.78
NJ-2016-108497,NJ-2016-GN-129,Rachel Larson,Westfield,9,12.42,111.78
MA-2016-113096,MA-2016-SC-969,Matthew Carter,Lowell,4,53.35,213.4
OR-2014-136861,OR-2014-KB-551,Clarence Bishop,Portland,5,17.83,89.15
MA-2017-117422,MA-2017-AO-171,Linda Morrison,Lowell,8,12.42,99.36
NJ-2017-129707,NJ-2017-QB-615,Janice Jackson,Troy,9,53.35,480.15
OR-2015-160171,OR-2015-QI-953,Donald Ryan,Portland,9,17.83,160.47
MA-2014-103317,MA-2014-DW-415,Kevin Torres,Lowell,5,53.35,266.75
NJ-2016-167115,NJ-2016-DY-885,Marilyn Martin,Troy,5,12.42,62.1
MA-2017-153633,MA-2017-BK-397,Juan Olson,Lowell,6,16.32,97.92
NJ-2017-155929,NJ-2017-WN-681,Nicholas Howell,Troy,2,12.42,24.84
NJ-2015-148712,NJ-2015-BC-750,Cynthia Brooks,Troy,10,16.32,163.2
OR-2016-128307,OR-2016-GS-139,Jean Griffin,Portland,3,17.83,53.49
NJ-2016-127425,NJ-2016-TD-257,Juan Reed,Troy,10,12.42,124.2
NJ-2014-119081,NJ-2014-KL-469,Anna Wheeler,Troy,6,12.42,74.52
NJ-2016-140613,NJ-2016-YD-339,Anthony Berry,Troy,8,17.83,142.64
NV-2017-108700,NV-2017-WD-519,John Simpson,Las Vegas,2,12.42,24.84
NJ-2017-160962,NJ-2017-ZQ-205,Frances Campbell,Troy,3,17.83,53.49
NJ-2017-130631,NJ-2017-TX-567,Janice Jackson,Troy,7,12.42,86.94
WA-2017-116680,WA-2017-YE-324,Mildred Hernandez,Seattle,7,12.42,86.94
OR-2014-107405,OR-2014-OO-635,Julie Gonzalez,Portland,6,53.35,320.1
NJ-2017-101574,NJ-2017-YD-152,Katherine Mcdonald,Troy,3,16.32,48.96
NJ-2014-146591,NJ-2014-LB-763,Nicholas Howell,Troy,6,12.42,74.52
CA-2014-107706,CA-2014-AD-409,Adam Martin,Los Angeles,5,12.42,62.1
MA-2016-122448,MA-2016-FB-261,Linda Morrison,Lowell,10,17.83,178.3
NJ-2014-132451,NJ-2014-NM-344,Richard Walker,Troy,4,53.35,213.4
OR-2016-158547,OR-2016-EL-789,Julie Gonzalez,Portland,5,53.35,266.75
CA-2017-116946,CA-2017-DM-131,Diane Lewis,Los Angeles,4,12.42,49.68
CT-2017-121741,CT-2017-BY-563,Katherine Carroll,Fairfield,4,16.32,65.28
MA-2017-169691,MA-2017-HF-437,Gary Young,Lowell,6,12.42,74.52
WA-2016-121356,WA-2016-GN-726,Paula Ross,Seattle,8,16.32,130.56
MA-2014-101770,MA-2014-QL-503,William Payne,Lowell,5,12.42,62.1
MA-2017-105487,MA-2017-TR-306,Harold Rodriguez,Lowell,2,12.42,24.84
MA-2017-148999,MA-2017-OE-385,Frances Lane,Lowell,7,53.35,373.45
NJ-2014-107573,NJ-2014-DJ-621,Eric Stanley,Troy,2,53.35,106.7
OR-2015-156608,OR-2015-KV-478,Michelle Phillips,Portland,1,12.42,12.42
MA-2017-134495,MA-2017-BO-274,Carolyn Scott,Lowell,10,12.42,124.2
OR-2017-164098,OR-2017-YY-919,Julie Gonzalez,Portland,4,12.42,49.68
NJ-2014-105249,NJ-2014-CK-326,Kimberly Morris,Troy,9,12.42,111.78
MA-2015-113523,MA-2015-AP-971,Jennifer White,Lowell,10,16.32,163.2
MA-2017-117821,MA-2017-WM-278,Walter Meyer,Lowell,3,12.42,37.26
MA-2017-164378,MA-2017-YN-803,Juan Olson,Lowell,4,12.42,49.68
CA-2017-127782,CA-2017-BV-688,Evelyn Elliott,Los Angeles,10,16.32,163.2
MA-2016-162026,MA-2016-JX-228,Linda Morrison,Lowell,3,12.42,37.26
NJ-2016-150000,NJ-2016-BG-600,Martha Mills,Westfield,5,16.32,81.6
NJ-2015-168529,NJ-2015-MA-518,Roy Collins,Troy,3,16.32,48.96
MA-2017-152569,MA-2017-ZA-260,Paul Perkins,Lowell,4,12.42,49.68
MA-2014-137680,MA-2014-KE-809,Aaron Morris,Lowell,4,53.35,213.4
CA-2015-103177,CA-2015-YM-792,Sandra Bowman,Los Angeles,4,17.83,71.32
NJ-2016-138408,NJ-2016-KV-631,Stephen Hicks,Troy,8,12.42,99.36
NJ-2017-117667,NJ-2017-MC-645,Peter Brown,Westfield,7,12.42,86.94
CA-2016-110982,CA-2016-BR-983,Judy Lopez,Los Angeles,2,12.42,24.84
MA-2016-147123,MA-2016-KD-277,Roy Rivera,Lowell,6,16.32,97.92
NJ-2017-154501,NJ-2017-DL-481,Nicholas Howell,Troy,2,17.83,35.66
MA-2017-166933,MA-2017-PT-483,Walter Meyer,Lowell,3,16.32,48.96
CT-2015-142055,CT-2015-IA-957,Brandon Morales,Fairfield,2,16.32,32.64
NJ-2015-137106,NJ-2015-MU-600,Marilyn Patterson,Westfield,10,12.42,124.2
MA-2017-136609,MA-2017-GJ-841,Jason Patterson,Lowell,10,16.32,163.2
NJ-2017-160885,NJ-2017-LV-301,Bonnie Wagner,Troy,2,53.35,106.7
MA-2016-167472,MA-2016-NO-926,Amy Carr,Lowell,2,16.32,32.64
OR-2015-120551,OR-2015-AZ-187,Michelle Phillips,Portland,1,16.32,16.32
NJ-2017-150595,NJ-2017-HJ-649,Lillian Wood,Troy,9,17.83,160.47
NJ-2016-134936,NJ-2016-SX-363,Jennifer Simpson,Westfield,4,12.42,49.68
NJ-2017-102967,NJ-2017-EI-303,Jimmy Bailey,Troy,3,17.83,53.49
WA-2017-151008,WA-2017-BJ-963,Jerry Collins,Seattle,9,12.42,111.78
OR-2014-159800,OR-2014-GD-441,Julie Gonzalez,Portland,6,17.83,106.98
NJ-2014-159618,NJ-2014-VF-606,Edward Cooper,Troy,2,17.83,35.66
WA-2017-116113,WA-2017-MJ-244,Jean Stephens,Seattle,6,53.35,320.1
WA-2015-125066,WA-2015-WW-593,Paula Ross,Seattle,9,17.83,160.47
NJ-2015-114741,NJ-2015-DO-460,Tammy Ferguson,Troy,5,12.42,62.1
NJ-2017-133263,NJ-2017-TM-444,Teresa Thomas,Troy,8,17.83,142.64
WA-2017-157966,WA-2017-BY-445,Charles Montgomery,Seattle,6,12.42,74.52
NJ-2014-151162,NJ-2014-ZP-526,Joshua Campbell,Troy,3,12.42,37.26
MA-2016-136686,MA-2016-WX-615,Jeremy Richards,Lowell,9,12.42,111.78
CA-2017-137498,CA-2017-JS-302,Martha Bell,Los Angeles,10,12.42,124.2
CA-2017-163818,CA-2017-GE-890,Sandra Bowman,Los Angeles,4,16.32,65.28
NJ-2016-161158,NJ-2016-NT-194,Kenneth Fernandez,Troy,10,12.42,124.2
NJ-2014-116673,NJ-2014-GN-443,Joshua Washington,Westfield,5,12.42,62.1
MA-2017-105333,MA-2017-PB-457,Beverly Hamilton,Lowell,2,12.42,24.84
MA-2015-149993,MA-2015-GS-821,Brandon King,Lowell,4,12.42,49.68
MA-2014-168158,MA-2014-UV-291,Ryan Alvarez,Lowell,7,12.42,86.94
OR-2016-115224,OR-2016-ML-251,Rachel Harris,Portland,10,16.32,163.2
CA-2014-164742,CA-2014-EF-313,Sandra Bowman,Los Angeles,8,12.42,99.36
NJ-2017-108014,NJ-2017-KN-121,Linda Rose,Troy,7,17.83,124.81
NJ-2017-160325,NJ-2017-YW-794,Kelly Daniels,Westfield,10,12.42,124.2
NJ-2015-159779,NJ-2015-VS-138,Anthony Ruiz,Westfield,7,12.42,86.94
MA-2017-151176,MA-2017-JQ-192,Jean Fowler,Lowell,7,16.32,114.24
NV-2014-108903,NV-2014-YU-923,Sandra Hughes,Las Vegas,5,12.42,62.1
NJ-2016-117919,NJ-2016-HK-725,Heather Andrews,Troy,8,53.35,426.8
NJ-2015-142475,NJ-2015-SQ-230,Rachel Larson,Westfield,4,17.83,71.32
OR-2016-134516,OR-2016-OB-326,Kenneth West,Portland,8,53.35,426.8
OR-2017-105193,OR-2017-OV-634,Ruby Taylor,Portland,2,53.35,106.7
NJ-2015-168634,NJ-2015-GW-790,Ashley Adams,Westfield,2,53.35,106.7
WA-2017-117198,WA-2017-UF-722,George Hill,Seattle,8,53.35,426.8
CT-2015-145828,CT-2015-ZV-493,Russell Romero,Fairfield,5,12.42,62.1
CA-2017-121027,CA-2017-BE-238,Rebecca Ryan,Los Angeles,9,17.83,160.47
WA-2016-147431,WA-2016-PY-786,Christine Jacobs,Seattle,7,16.32,114.24
MA-2016-158001,MA-2016-ET-571,Carolyn Vasquez,Lowell,9,16.32,146.88
NJ-2017-125745,NJ-2017-EH-752,Juan Reed,Troy,8,53.35,426.8
CA-2015-101154,CA-2015-CM-613,Angela Fowler,Los Angeles,9,12.42,111.78
NJ-2016-124163,NJ-2016-YO-641,Lisa Thomas,Westfield,10,16.32,163.2
WA-2016-121748,WA-2016-TT-303,Angela Sullivan,Seattle,7,12.42,86.94
OR-2014-126683,OR-2014-BN-407,Marilyn Franklin,Portland,2,53.35,106.7
CA-2017-148810,CA-2017-NN-758,Harold Duncan,Los Angeles,2,12.42,24.84
WA-2016-146066,WA-2016-DV-116,Annie Jenkins,Seattle,1,53.35,53.35
NJ-2014-127614,NJ-2014-AN-662,Eugene Wilson,Troy,2,12.42,24.84
OR-2016-101742,OR-2016-YV-173,Jeremy Diaz,Portland,10,12.42,124.2
WA-2015-134943,WA-2015-YM-332,Stephen Murray,Seattle,2,53.35,106.7
NJ-2017-123022,NJ-2017-VB-753,Laura Wells,Westfield,7,12.42,86.94
NJ-2017-113208,NJ-2017-EZ-445,Judith Woods,Troy,10,16.32,163.2
NJ-2014-154893,NJ-2014-DL-729,Richard Walker,Troy,4,17.83,71.32
CA-2014-147900,CA-2014-TQ-652,Edward Foster,Los Angeles,5,17.83,89.15
NJ-2017-106355,NJ-2017-MT-146,Eugene Hayes,Westfield,8,16.32,130.56
NJ-2016-127985,NJ-2016-OZ-101,Michelle Henderson,Westfield,2,17.83,35.66
MA-2015-166604,MA-2015-GI-413,Alice Davis,Lowell,6,12.42,74.52
NJ-2017-120719,NJ-2017-KM-802,Juan Reed,Troy,9,53.35,480.15
MA-2017-127117,MA-2017-VC-137,Janice Mason,Lowell,10,17.83,178.3
WA-2015-104241,WA-2015-CG-375,Gloria Morris,Seattle,4,12.42,49.68
NJ-2017-168179,NJ-2017-YP-637,Adam Russell,Westfield,5,17.83,89.15
WA-2017-142342,WA-2017-JF-319,Aaron Boyd,Seattle,8,17.83,142.64
NJ-2017-109099,NJ-2017-TE-467,Adam Russell,Westfield,6,53.35,320.1
MA-2014-134187,MA-2014-MX-370,Virginia Foster,Lowell,8,12.42,99.36
NJ-2016-145261,NJ-2016-XD-133,Jerry Pierce,Troy,3,53.35,160.05
WA-2016-108875,WA-2016-YK-221,Jason Berry,Seattle,7,12.42,86.94
NJ-2016-141957,NJ-2016-PJ-253,Adam Russell,Westfield,5,17.83,89.15
NJ-2016-142405,NJ-2016-QR-416,Raymond Freeman,Westfield,7,16.32,114.24
NJ-2015-141012,NJ-2015-WJ-629,Frances Campbell,Troy,3,12.42,37.26
MA-2017-127922,MA-2017-QX-171,Kevin Barnes,Lowell,2,12.42,24.84
MA-2016-146318,MA-2016-HC-865,Jerry Smith,Lowell,7,16.32,114.24
MA-2014-135993,MA-2014-HR-300,Randy West,Lowell,9,53.35,480.15
WA-2014-126802,WA-2014-FT-519,Christine Jacobs,Seattle,9,12.42,111.78
CA-2016-143924,CA-2016-TT-759,Tina Schmidt,Los Angeles,8,17.83,142.64
WA-2016-141551,WA-2016-VL-954,Gary Cook,Seattle,1,12.42,12.42
NJ-2014-164315,NJ-2014-RX-664,Ruby Matthews,Troy,6,16.32,97.92
MA-2015-131072,MA-2015-BL-344,Jason Patterson,Lowell,8,12.42,99.36
MA-2014-131541,MA-2014-LC-947,Juan Olson,Lowell,10,12.42,124.2
MA-2015-119550,MA-2015-QW-142,Wanda Cole,Lowell,2,17.83,35.66
MA-2015-138093,MA-2015-LL-429,Walter Kennedy,Lowell,9,12.42,111.78
CA-2016-126165,CA-2016-WN-117,Steven Stewart,Los Angeles,6,53.35,320.1
WA-2017-126123,WA-2017-WV-780,Ernest Hernandez,Seattle,2,17.83,35.66
NJ-2016-143441,NJ-2016-PT-855,Benjamin Spencer,Westfield,6,12.42,74.52
OR-2017-148320,OR-2017-FO-487,Rose Moreno,Portland,3,17.83,53.49
MA-2016-125661,MA-2016-AY-499,Michael Foster,Lowell,5,12.42,62.1
NJ-2014-123519,NJ-2014-DX-877,Rachel Larson,Westfield,3,17.83,53.49
OR-2014-155593,OR-2014-RA-900,Lillian Howard,Portland,9,12.42,111.78
WA-2017-136000,WA-2017-MJ-844,Margaret James,Seattle,8,53.35,426.8
NJ-2015-160857,NJ-2015-KM-546,Benjamin Willis,Westfield,3,53.35,160.05
WA-2017-115805,WA-2017-WI-469,Cheryl Morris,Seattle,2,12.42,24.84
NJ-2014-143707,NJ-2014-QV-644,Judith Warren,Troy,2,12.42,24.84
NJ-2017-116939,NJ-2017-IS-896,Lois Woods,Westfield,4,12.42,49.68
NV-2015-124107,NV-2015-HY-597,John Simpson,Las Vegas,3,53.35,160.05
CA-2017-126550,CA-2017-SF-574,Laura Gutierrez,Los Angeles,7,53.35,373.45
CT-2015-138674,CT-2015-RH-435,Ashley Olson,Fairfield,1,53.35,53.35
NJ-2016-165820,NJ-2016-WG-106,Joan Harvey,Troy,5,17.83,89.15
NV-2014-103191,NV-2014-DZ-420,Doris Diaz,Las Vegas,6,16.32,97.92
NJ-2015-103933,NJ-2015-SO-680,Mark Rogers,Troy,6,12.42,74.52
NV-2015-110548,NV-2015-KK-428,Donna Williams,Las Vegas,1,12.42,12.42
WA-2017-117324,WA-2017-JR-548,Ruth Day,Seattle,5,53.35,266.75
MA-2017-143574,MA-2017-UJ-617,Juan Olson,Lowell,4,12.42,49.68
NV-2014-111773,NV-2014-HT-293,Rachel Dunn,Las Vegas,2,53.35,106.7
CT-2014-148614,CT-2014-OQ-554,Phyllis Grant,Fairfield,10,53.35,533.5
CT-2017-156139,CT-2017-DF-358,Russell Romero,Fairfield,1,16.32,16.32
MA-2017-147886,MA-2017-YB-483,Martha Brown,Lowell,7,17.83,124.81
CT-2016-113733,CT-2016-FU-937,Anna Franklin,Fairfield,4,12.42,49.68
NJ-2017-104913,NJ-2017-YI-761,Kathy Rice,Westfield,2,16.32,32.64
WA-2014-145800,WA-2014-ZD-531,Aaron Boyd,Seattle,9,53.35,480.15
NJ-2016-125850,NJ-2016-YK-926,Phyllis Ward,Troy,2,16.32,32.64
NJ-2016-118514,NJ-2016-SN-136,Mark Rogers,Troy,7,12.42,86.94
NJ-2015-150749,NJ-2015-WR-278,Joe Ryan,Troy,3,17.83,53.49
MA-2014-163748,MA-2014-SA-983,Mary Nelson,Lowell,10,16.32,163.2
OR-2015-119634,OR-2015-LB-726,Alice Taylor,Portland,6,12.42,74.52
NJ-2015-149300,NJ-2015-LU-570,Gloria Harper,Troy,4,12.42,49.68
NJ-2016-111528,NJ-2016-ML-613,Tammy Ferguson,Troy,2,16.32,32.64
NJ-2017-158169,NJ-2017-JY-138,Eric Stanley,Troy,9,53.35,480.15
NJ-2015-162047,NJ-2015-HY-185,Tammy Hart,Westfield,1,17.83,17.83
MA-2015-117772,MA-2015-KR-758,Phillip Johnston,Lowell,4,12.42,49.68
WA-2014-126340,WA-2014-OT-845,Annie Jenkins,Seattle,9,12.42,111.78
NJ-2016-149685,NJ-2016-SC-601,David Allen,Westfield,7,17.83,124.81
NJ-2017-126396,NJ-2017-ML-118,Lori Collins,Troy,7,12.42,86.94
CA-2015-154900,CA-2015-MP-976,Joan Robinson,Los Angeles,1,53.35,53.35
NJ-2015-103835,NJ-2015-RT-392,Tina Jones,Troy,7,12.42,86.94
NJ-2015-158939,NJ-2015-IU-640,Peter Gilbert,Troy,10,17.83,178.3
NJ-2016-117408,NJ-2016-RD-229,Annie Wilson,Troy,4,12.42,49.68
NJ-2016-142398,NJ-2016-KN-849,Keith Berry,Westfield,3,17.83,53.49
NJ-2016-105277,NJ-2016-SW-959,Jeffrey Miller,Troy,8,53.35,426.8
WA-2016-112060,WA-2016-OC-253,Stephanie Wallace,Seattle,7,12.42,86.94
NJ-2014-105270,NJ-2014-YA-680,Judith Wood,Westfield,10,17.83,178.3
WA-2015-159513,WA-2015-GE-478,Kenneth Gomez,Seattle,5,12.42,62.1
NJ-2015-155586,NJ-2015-PX-597,Michelle Henderson,Westfield,10,16.32,163.2
MA-2017-141117,MA-2017-YE-248,Albert Cook,Lowell,3,17.83,53.49
NJ-2017-115070,NJ-2017-KI-548,Jennifer Simpson,Westfield,6,12.42,74.52
NJ-2017-140186,NJ-2017-MB-395,Lillian Wood,Troy,3,12.42,37.26
MA-2014-124856,MA-2014-WS-162,Mary Nelson,Lowell,2,12.42,24.84
MA-2014-166716,MA-2014-HA-537,Alice Davis,Lowell,3,16.32,48.96
OR-2014-123225,OR-2014-AF-926,Carl Lawson,Portland,7,12.42,86.94
CT-2015-163440,CT-2015-VI-562,Irene Franklin,Fairfield,10,53.35,533.5
NJ-2017-106796,NJ-2017-LA-883,Kimberly Adams,Troy,1,17.83,17.83
NJ-2017-113873,NJ-2017-GF-309,Benjamin Spencer,Westfield,1,53.35,53.35
WA-2016-149783,WA-2016-EJ-573,Emily Matthews,Seattle,7,16.32,114.24
